Tabel 1
SKU;model reference;Description;Color;Description Color;Size;Composition;Wash Care;Price;PVPR;EAN;Amount;Link
PA00/0AT11352-R373B-9M;PA00/0AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655666;1;https://pro.playupstore.com/index.php?pid=97128
PA00/0AT11352-R373B-6M;PA00/0AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655659;1;https://pro.playupstore.com/index.php?pid=97124
PA00/0AT11352-R373B-3M;PA00/0AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655642;1;https://pro.playupstore.com/index.php?pid=97120
PA00/0AT11352-R373B-1M;PA00/0AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655635;1;https://pro.playupstore.com/index.php?pid=97116
PA00/0AT11352-R376R-9M;PA00/0AT11352;STRIPED JERSEY SWEATER;R376R;TAPESTRY;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655727;1;https://pro.playupstore.com/index.php?pid=97131
PA00/0AT11352-R376R-6M;PA00/0AT11352;STRIPED JERSEY SWEATER;R376R;TAPESTRY;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655710;1;https://pro.playupstore.com/index.php?pid=97127
PA00/0AT11352-R376R-3M;PA00/0AT11352;STRIPED JERSEY SWEATER;R376R;TAPESTRY;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655703;1;https://pro.playupstore.com/index.php?pid=97123
PA00/0AT11352-R376R-1M;PA00/0AT11352;STRIPED JERSEY SWEATER;R376R;TAPESTRY;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";16,96;44,5;5608838655697;1;https://pro.playupstore.com/index.php?pid=97119
PA00/0AT11353-E810N-9M;PA00/0AT11353;PRINTED JERSEY SWEATER;E810N;CLOUDS DETAIL;9M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655789;1;https://pro.playupstore.com/index.php?pid=97144
PA00/0AT11353-E810N-6M;PA00/0AT11353;PRINTED JERSEY SWEATER;E810N;CLOUDS DETAIL;6M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655772;1;https://pro.playupstore.com/index.php?pid=97142
PA00/0AT11353-E810N-3M;PA00/0AT11353;PRINTED JERSEY SWEATER;E810N;CLOUDS DETAIL;3M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655765;1;https://pro.playupstore.com/index.php?pid=97140
PA00/0AT11353-E810N-1M;PA00/0AT11353;PRINTED JERSEY SWEATER;E810N;CLOUDS DETAIL;1M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655758;1;https://pro.playupstore.com/index.php?pid=97138
PA00/0AT11353-E815N-9M;PA00/0AT11353;PRINTED JERSEY SWEATER;E815N;CLOUDS YARN;9M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655840;1;https://pro.playupstore.com/index.php?pid=97145
PA00/0AT11353-E815N-6M;PA00/0AT11353;PRINTED JERSEY SWEATER;E815N;CLOUDS YARN;6M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655833;1;https://pro.playupstore.com/index.php?pid=97143
PA00/0AT11353-E815N-3M;PA00/0AT11353;PRINTED JERSEY SWEATER;E815N;CLOUDS YARN;3M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655826;1;https://pro.playupstore.com/index.php?pid=97141
PA00/0AT11353-E815N-1M;PA00/0AT11353;PRINTED JERSEY SWEATER;E815N;CLOUDS YARN;1M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";15,14;39,5;5608838655819;1;https://pro.playupstore.com/index.php?pid=97139
PA00/0AT11503-R373B-9M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R373B;DRAWING;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656564;1;https://pro.playupstore.com/index.php?pid=97218
PA00/0AT11503-R373B-6M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R373B;DRAWING;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656557;1;https://pro.playupstore.com/index.php?pid=97214
PA00/0AT11503-R373B-3M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R373B;DRAWING;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656540;1;https://pro.playupstore.com/index.php?pid=97210
PA00/0AT11503-R373B-1M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R373B;DRAWING;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656533;1;https://pro.playupstore.com/index.php?pid=97206
PA00/0AT11503-R376R-9M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R376R;TAPESTRY;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656625;1;https://pro.playupstore.com/index.php?pid=97221
PA00/0AT11503-R376R-6M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R376R;TAPESTRY;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656618;1;https://pro.playupstore.com/index.php?pid=97217
PA00/0AT11503-R376R-3M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R376R;TAPESTRY;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656601;1;https://pro.playupstore.com/index.php?pid=97213
PA00/0AT11503-R376R-1M;PA00/0AT11503;STRIPED FLAMÉ JERSEY JUMPSUIT;R376R;TAPESTRY;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";21,09;55;5608838656595;1;https://pro.playupstore.com/index.php?pid=97209
PA00/0AT11653-R373B-9M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R373B;DRAWING;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658605;1;https://pro.playupstore.com/index.php?pid=97422
PA00/0AT11653-R373B-6M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R373B;DRAWING;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658599;1;https://pro.playupstore.com/index.php?pid=97418
PA00/0AT11653-R373B-3M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R373B;DRAWING;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658582;1;https://pro.playupstore.com/index.php?pid=97414
PA00/0AT11653-R373B-1M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R373B;DRAWING;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658575;1;https://pro.playupstore.com/index.php?pid=97410
PA00/0AT11653-R376R-9M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R376R;TAPESTRY;9M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658667;1;https://pro.playupstore.com/index.php?pid=97425
PA00/0AT11653-R376R-6M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R376R;TAPESTRY;6M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658650;1;https://pro.playupstore.com/index.php?pid=97421
PA00/0AT11653-R376R-3M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R376R;TAPESTRY;3M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658643;1;https://pro.playupstore.com/index.php?pid=97417
PA00/0AT11653-R376R-1M;PA00/0AT11653;STRIPED JERSEY LEGGINGS;R376R;TAPESTRY;1M;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";11,46;30;5608838658636;1;https://pro.playupstore.com/index.php?pid=97413
PA00/0AT11654-E810N-9M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E810N;CLOUDS DETAIL;9M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658728;1;https://pro.playupstore.com/index.php?pid=97438
PA00/0AT11654-E810N-6M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E810N;CLOUDS DETAIL;6M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658711;1;https://pro.playupstore.com/index.php?pid=97436
PA00/0AT11654-E810N-3M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E810N;CLOUDS DETAIL;3M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658704;1;https://pro.playupstore.com/index.php?pid=97434
PA00/0AT11654-E810N-1M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E810N;CLOUDS DETAIL;1M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658698;1;https://pro.playupstore.com/index.php?pid=97432
PA00/0AT11654-E815N-9M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E815N;CLOUDS YARN;9M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658780;1;https://pro.playupstore.com/index.php?pid=97439
PA00/0AT11654-E815N-6M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E815N;CLOUDS YARN;6M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658773;1;https://pro.playupstore.com/index.php?pid=97437
PA00/0AT11654-E815N-3M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E815N;CLOUDS YARN;3M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658766;1;https://pro.playupstore.com/index.php?pid=97435
PA00/0AT11654-E815N-1M;PA00/0AT11654;PRINTED JERSEY LEGGINGS;E815N;CLOUDS YARN;1M;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";11,46;30;5608838658759;1;https://pro.playupstore.com/index.php?pid=97433
PA01/1AT11005-E837N-36M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;36M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662282;1;https://pro.playupstore.com/index.php?pid=97797
PA01/1AT11005-E837N-24M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;24M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662275;1;https://pro.playupstore.com/index.php?pid=97795
PA01/1AT11005-E837N-18M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;18M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662268;1;https://pro.playupstore.com/index.php?pid=97793
PA01/1AT11005-E837N-12M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;12M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662251;1;https://pro.playupstore.com/index.php?pid=97791
PA01/1AT11005-E837N-9M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;9M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662244;1;https://pro.playupstore.com/index.php?pid=97789
PA01/1AT11005-E837N-6M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;6M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662237;1;https://pro.playupstore.com/index.php?pid=97787
PA01/1AT11005-E837N-3M;PA01/1AT11005;PRINTED JERSEY LS T-SHIRT;E837N;SCALE;3M;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";13,3;35;5608838662220;1;https://pro.playupstore.com/index.php?pid=97785
PA01/1AT11355-E809N-36M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;36M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664101;1;https://pro.playupstore.com/index.php?pid=97979
PA01/1AT11355-E809N-24M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;24M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664095;1;https://pro.playupstore.com/index.php?pid=97977
PA01/1AT11355-E809N-18M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;18M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664088;1;https://pro.playupstore.com/index.php?pid=97975
PA01/1AT11355-E809N-12M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;12M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664071;1;https://pro.playupstore.com/index.php?pid=97973
PA01/1AT11355-E809N-9M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;9M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664064;1;https://pro.playupstore.com/index.php?pid=97971
PA01/1AT11355-E809N-6M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;6M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664057;1;https://pro.playupstore.com/index.php?pid=97969
PA01/1AT11355-E809N-3M;PA01/1AT11355;PRINTED FLEECE SWEATER;E809N;DINO;3M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664040;1;https://pro.playupstore.com/index.php?pid=97967
PA01/1AT11355-E808N-36M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;36M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664170;1;https://pro.playupstore.com/index.php?pid=97978
PA01/1AT11355-E808N-24M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;24M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664163;1;https://pro.playupstore.com/index.php?pid=97976
PA01/1AT11355-E808N-18M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;18M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664156;1;https://pro.playupstore.com/index.php?pid=97974
PA01/1AT11355-E808N-12M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;12M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664149;1;https://pro.playupstore.com/index.php?pid=97972
PA01/1AT11355-E808N-9M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;9M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664132;1;https://pro.playupstore.com/index.php?pid=97970
PA01/1AT11355-E808N-6M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;6M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664125;1;https://pro.playupstore.com/index.php?pid=97968
PA01/1AT11355-E808N-3M;PA01/1AT11355;PRINTED FLEECE SWEATER;E808N;POMEGRANATE;3M;97.0% Cotton/3.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";18,34;48;5608838664118;1;https://pro.playupstore.com/index.php?pid=97966
PA01/1AT11402-P8084-36M;PA01/1AT11402;PARKA;P8084;DRAWING;36M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664590;1;https://pro.playupstore.com/index.php?pid=98027
PA01/1AT11402-P8084-24M;PA01/1AT11402;PARKA;P8084;DRAWING;24M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664583;1;https://pro.playupstore.com/index.php?pid=98025
PA01/1AT11402-P8084-18M;PA01/1AT11402;PARKA;P8084;DRAWING;18M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664576;1;https://pro.playupstore.com/index.php?pid=98023
PA01/1AT11402-P8084-12M;PA01/1AT11402;PARKA;P8084;DRAWING;12M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664569;1;https://pro.playupstore.com/index.php?pid=98021
PA01/1AT11402-P8084-9M;PA01/1AT11402;PARKA;P8084;DRAWING;9M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664552;1;https://pro.playupstore.com/index.php?pid=98019
PA01/1AT11402-P8084-6M;PA01/1AT11402;PARKA;P8084;DRAWING;6M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664545;1;https://pro.playupstore.com/index.php?pid=98017
PA01/1AT11402-P8084-3M;PA01/1AT11402;PARKA;P8084;DRAWING;3M;50.0% Recycled Polyamide/50.0% Organic Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";40,8;106,5;5608838664538;1;https://pro.playupstore.com/index.php?pid=98015
PA01/1AT11603-P8085-36M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;36M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666136;1;https://pro.playupstore.com/index.php?pid=98175
PA01/1AT11603-P8085-24M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;24M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666129;1;https://pro.playupstore.com/index.php?pid=98172
PA01/1AT11603-P8085-18M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;18M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666112;1;https://pro.playupstore.com/index.php?pid=98169
PA01/1AT11603-P8085-12M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;12M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666105;1;https://pro.playupstore.com/index.php?pid=98166
PA01/1AT11603-P8085-9M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;9M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666099;1;https://pro.playupstore.com/index.php?pid=98163
PA01/1AT11603-P8085-6M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;6M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666082;1;https://pro.playupstore.com/index.php?pid=98160
PA01/1AT11603-P8085-3M;PA01/1AT11603;CORDUROY TROUSERS;P8085;TUFTING;3M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666075;1;https://pro.playupstore.com/index.php?pid=98157
PA01/1AT11604-P8084-36M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;36M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666204;1;https://pro.playupstore.com/index.php?pid=98189
PA01/1AT11604-P8084-24M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;24M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666198;1;https://pro.playupstore.com/index.php?pid=98187
PA01/1AT11604-P8084-18M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;18M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666181;1;https://pro.playupstore.com/index.php?pid=98185
PA01/1AT11604-P8084-12M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;12M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666174;1;https://pro.playupstore.com/index.php?pid=98183
PA01/1AT11604-P8084-9M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;9M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666167;1;https://pro.playupstore.com/index.php?pid=98181
PA01/1AT11604-P8084-6M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;6M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666150;1;https://pro.playupstore.com/index.php?pid=98179
PA01/1AT11604-P8084-3M;PA01/1AT11604;TWILL TROUSERS;P8084;DRAWING;3M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666143;1;https://pro.playupstore.com/index.php?pid=98177
PA01/1AT11604-P7221-36M;PA01/1AT11604;TWILL TROUSERS;P7221;STONES;36M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666273;1;https://pro.playupstore.com/index.php?pid=98188
PA01/1AT11604-P7221-24M;PA01/1AT11604;TWILL TROUSERS;P7221;STONES;24M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666266;1;https://pro.playupstore.com/index.php?pid=98186
PA01/1AT11604-P7221-18M;PA01/1AT11604;TWILL TROUSERS;P7221;STONES;18M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666259;1;https://pro.playupstore.com/index.php?pid=98184
PA01/1AT11604-P7221-12M;PA01/1AT11604;TWILL TROUSERS;P7221;STONES;12M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";19,71;51,5;5608838666242;1;https://pro.playupstore.com/index.php?pid=98182
